,Runtime,IMDB_Rating,description,director_idx,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
409,125,8.0,Tenkû no shiro Rapyuta - A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.,179,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980,99,7.6,"Blood Simple - The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.",231,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
413,130,8.0,"Being There - A simpleminded, sheltered gardener becomes an unlikely trusted advisor to a powerful businessman and an insider in Washington politics.",176,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,135,8.1,The Red Shoes - A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.,332,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
859,105,7.7,Repulsion - A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.,431,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
702,111,7.8,"Bonnie and Clyde - Bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",41,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,92,7.6,"Trois couleurs: Blanc - After his wife divorces him, a Polish immigrant plots to get even with her.",283,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
744,100,7.7,"The Lego Movie - An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.",82,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,94,7.9,Nosferatu - Vampire Count Orlok expresses interest in a new residence and real estate agent Hutter's wife.,129,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
673,122,7.8,"Glory - Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.",120,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
326,159,8.0,"Baby - An elite counter-intelligence unit learns of a plot, masterminded by a maniacal madman. With the clock ticking, it's up to them to track the terrorists' international tentacles and prevent them from striking at the heart of India.",349,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
277,94,8.1,"Life of Brian - Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.",488,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,154,7.8,The Color Purple - A black Southern woman struggles to find her identity after suffering abuse from her father and others over four decades.,470,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,107,7.6,"Moana - In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",432,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,95,8.1,"Inside Out - After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",380,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,129,7.8,"The Man Who Would Be King - Two British former soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.",241,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
545,134,7.9,"The Lion in Winter - 1183 A.D.: King Henry II's three sons all want to inherit the throne, but he won't commit to a choice. They and his wife variously plot to force him.",35,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,207,8.6,Shichinin no samurai - A poor village under attack by bandits recruits seven unemployed samurai to help them defend themselves.,9,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,115,8.0,"Tropa de Elite 2: O Inimigo Agora é Outro - After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.",263,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,94,7.7,"Kurenai no buta - In 1930s Italy, a veteran World War I pilot is cursed to look like an anthropomorphic pig.",179,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,138,7.9,Jab We Met - A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.,189,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
832,153,7.7,Empire of the Sun - A young English boy struggles to survive under Japanese occupation during World War II.,470,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
770,122,7.7,"Control - A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to commit suicide at the age of 23.",38,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203,118,8.1,"Room - Held captive for 7 years in an enclosed space, a woman and her young son finally gain their freedom, allowing the boy to experience the outside world for the first time.",289,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
681,114,7.8,The Goonies - A group of young misfits called The Goonies discover an ancient map and set out on an adventure to find a legendary pirate's long-lost treasure.,405,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
831,163,7.7,The Last Emperor - The story of the final Emperor of China.,47,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,102,7.6,"Searching - After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
550,144,7.9,"L'avventura - A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other.",336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
135,96,8.2,"Klaus - A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",450,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
991,144,7.6,Kelly's Heroes - A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,61,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
900,101,7.6,Serbuan maut - A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
868,111,7.7,"Rebel Without a Cause - A rebellious young man with a troubled past comes to a new town, finding friends and enemies.",353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,115,7.7,"Nebraska - An aging, booze-addled father makes the trip from Montana to Nebraska with his estranged son in order to claim a million-dollar Mega Sweepstakes Marketing prize.",19,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,125,8.3,"The Apartment - A man tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",49,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
503,99,7.9,Shaun of the Dead - A man's uneventful life is disrupted by the zombie apocalypse.,119,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
978,93,7.6,"Planes, Trains & Automobiles - A man must struggle to travel home for Thanksgiving with a lovable oaf of a shower curtain ring salesman as his only companion.",240,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,81,8.3,Toy Story - A cowboy doll is profoundly threatened and jealous when a new spaceman figure supplants him as top toy in a boy's room.,243,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,148,8.1,"Into the Wild - After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness. Along the way, Christopher encounters a series of characters that shape his life.",446,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,97,7.8,The Breakfast Club - Five high school students meet in Saturday detention and discover how they have a lot more in common than they thought.,240,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,85,7.6,The Naked Gun: From the Files of Police Squad! - Incompetent police Detective Frank Drebin must foil an attempt to assassinate Queen Elizabeth II.,108,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,154,7.7,The Last Samurai - An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.,120,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
839,113,7.7,"Star Trek II: The Wrath of Khan - With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.",352,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
661,134,7.8,The Remains of the Day - A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer.,206,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
395,76,8.0,"The Nightmare Before Christmas - Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",182,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
834,120,7.7,"Blue Velvet - The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
212,139,8.1,"Hacksaw Ridge - World War II American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people, and becomes the first man in American history to receive the Medal of Honor without firing a shot.",325,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8,148,8.8,Inception - A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O.,83,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
431,99,8.0,"Per un pugno di dollari - A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.",449,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,170,8.3,"Scarface - In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",60,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,119,7.7,The Birds - A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people.,22,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
590,104,7.8,The Lunchbox - A mistaken delivery in Mumbai's famously efficient lunchbox delivery system connects a young housewife to an older man in the dusk of his life as they build a fantasy world together through notes in the lunchbox.,412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
359,117,8.0,"Dallas Buyers Club - In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease.",218,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,177,8.2,The Message - This epic historical drama chronicles the life and times of Prophet Muhammad and serves as an introduction to early Islamic history.,344,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
616,94,7.8,"The Boy in the Striped Pyjamas - Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
364,124,8.0,"Sin City - A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption.",142,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
620,123,7.8,Atonement - Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,230,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
703,170,7.8,My Fair Lady - Snobbish phonetics Professor Henry Higgins agrees to a wager that he can make flower girl Eliza Doolittle presentable in high society.,157,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
248,107,8.1,The Sixth Sense - A boy who communicates with spirits seeks the help of a disheartened child psychologist.,298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
45,155,8.5,Nuovo Cinema Paradiso - A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,135,8.2,"A Beautiful Mind - After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",433,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,128,8.1,Dead Poets Society - Maverick teacher John Keating uses poetry to embolden his boarding school students to new heights of self-expression.,385,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,67,8.1,"The General - When Union spies steal an engineer's beloved locomotive, he pursues it single-handedly and straight through enemy lines.",85,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,110,7.7,"Lucky Number Slevin - A case of mistaken identity lands Slevin into the middle of a war being plotted by two of the city's most rival crime bosses. Under constant surveillance by Detective Brikowski and assassin Goodkat, he must get them before they get him.",375,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,88,8.4,"Paths of Glory - After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
477,138,7.9,"Star Wars: Episode VII - The Force Awakens - As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",195,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
342,134,8.0,"Bohemian Rhapsody - The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985).",64,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
781,157,7.7,"Harry Potter and the Goblet of Fire - Harry Potter finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares.",340,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
630,94,7.8,Adams æbler - A neo-nazi sentenced to community service at a church clashes with the blindly devotional priest.,24,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,120,8.1,"Platoon - Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
600,130,7.8,The Big Short - In 2006-2007 a group of investors bet against the US mortgage market. In their research they discover how flawed and corrupt the market is.,6,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,191,8.0,Gandhi - The life of the lawyer who became the famed leader of the Indian revolts against the British rule through his philosophy of nonviolent protest.,402,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
651,90,7.8,"Shrek - A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",26,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,143,7.7,"Skyfall - James Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",438,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
267,89,8.1,"Stand by Me - After the death of one of his friends, a writer recounts a childhood journey with his friends to find the body of a missing boy.",413,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,102,8.3,Requiem for a Dream - The drug-induced utopias of four Coney Island people are shattered when their addictions run deep.,97,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,103,7.7,"Omoide no Mânî - Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",211,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
507,120,7.9,"Ying xiong - A defense officer, Nameless, was summoned by the King of Qin regarding his success of terminating three warriors.",539,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
249,169,8.1,"La leggenda del pianista sull'oceano - A baby boy, discovered in 1900 on an ocean liner, grows into a musical prodigy, never setting foot on land.",167,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
18,160,8.6,"Hamilton - The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast.",492,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
436,141,8.0,"Rio Bravo - A small-town sheriff in the American West enlists the help of a cripple, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.",187,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
582,133,7.8,Rogue One - The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the plans for the Death Star.,148,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
61,105,8.4,"Coco - Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",288,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
166,160,8.2,Andaz Apna Apna - Two slackers competing for the affections of an heiress inadvertently become her protectors from an evil criminal.,395,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,189,8.6,"The Green Mile - The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.",141,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
981,109,7.6,"On Golden Pond - Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
530,82,7.9,"This Is Spinal Tap - Spinal Tap, one of England's loudest bands, is chronicled by film director Marty DiBergi on what proves to be a fateful tour.",413,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
666,128,7.8,Lat sau san taam - A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.,249,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71,229,8.4,"Once Upon a Time in America - A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",449,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,117,8.1,"Blade Runner - A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
928,117,7.6,300 - King Leonidas of Sparta and a force of 300 men fight the Persians at Thermopylae in 480 B.C.,543,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,121,7.8,"Awakenings - The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.",379,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,91,7.7,Gravity - Two astronauts work together to survive after an accident leaves them stranded in space.,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
169,142,8.2,"Dom za vesanje - In this luminous tale set in the area around Sarajevo and in Italy, Perhan, an engaging young Romany (gypsy) with telekinetic powers, is seduced by the quick-cash world of petty crime, which threatens to destroy him and those he loves.",123,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,117,8.4,"Alien - After a space merchant vessel receives an unknown transmission as a distress call, one of the crew is attacked by a mysterious life form and they soon realize that its life cycle has merely begun.",411,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
558,96,7.9,"Miracle on 34th Street - When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing.",162,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
724,104,7.7,"Get Out - A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",256,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
305,108,8.1,On the Waterfront - An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,122,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
605,119,7.8,Ajeossi - A quiet pawnshop keeper with a violent past takes on a drug-and-organ trafficking ring in hope of saving the child who is his only friend.,224,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,143,8.0,"Pirates of the Caribbean: The Curse of the Black Pearl - Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",168,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
383,188,8.0,"Magnolia - An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,108,8.0,"Deadpool - A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks.",496,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,119,7.8,Serenity - The crew of the ship Serenity try to evade an assassin sent to recapture one of their members who is telepathic.,262,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
986,91,7.6,"Watership Down - Hoping to escape destruction by human developers and save their community, a colony of rabbits, led by Hazel and Fiver, seek out a safe place to set up a new warren.",312,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,144,8.0,"Dev.D - After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
495,87,7.9,The Man from Earth - An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,410,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
601,106,7.8,Kokuhaku - A psychological thriller of a grieving mother turned cold-blooded avenger with a twisty master plan to pay back those who were responsible for her daughter's death.,489,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
718,93,7.8,"Scarface: The Shame of the Nation - An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",187,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
856,150,7.7,"The Dirty Dozen - During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",414,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
68,101,8.4,"Oldeuboi - After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",73,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
659,130,7.8,"Tombstone - A successful lawman's plans to retire anonymously in Tombstone, Arizona are disrupted by the kind of outlaws he was famous for eliminating.",160,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,124,8.1,"The Elephant Man - A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.",103,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,134,8.0,The Hustler - An up-and-coming pool player plays a long-time champion in a single high-stakes match.,422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
378,115,8.0,"The Incredibles - A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world.",58,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,109,7.8,"The King of Comedy - Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself.",313,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,99,8.2,"Höstsonaten - A married daughter who longs for her mother's love is visited by the latter, a successful concert pianist.",190,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
216,123,8.1,Rush - The merciless 1970s rivalry between Formula One rivals James Hunt and Niki Lauda.,433,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,112,7.7,"Crash - Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption.",373,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
952,146,7.6,"The Hurricane - The story of Rubin 'Hurricane' Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",361,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
974,162,7.6,"The Godfather: Part III - Follows Michael Corleone, now in his 60s, as he seeks to free his family from crime and find a suitable successor to his empire.",137,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,108,7.8,"Back to the Future Part II - After visiting 2015, Marty McFly must repeat his visit to 1955 to prevent disastrous changes to 1985...without interfering with his first trip.",426,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
559,102,7.9,Notorious - A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
888,113,7.6,"Baby Driver - After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",119,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,112,7.6,El cuerpo - A detective searches for the body of a femme fatale which has gone missing from a morgue.,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
956,88,7.6,"Mulan - To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",506,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,204,8.2,"Sholay - After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.",397,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
